Ah4h3s2s,0.1938,102152
Ah5h3s2s,0.61,102243
AhTh3s2s,1,98368
AdTd3s2s,0.565,98940
AdJd3s2s,0.03,99241
AcTc3s2s,0.565,98940
AcJc3s2s,0.03,99241
Ah3h4s2s,0.0008,115831
5h4h4s2s,1,107278
6h5h4s2s,0.7326,105586
Ah5h4s2s,1,105103
AhTh4s2s,1,101608
AhJh4s2s,1,101579
Ad3d4s2s,0.05,106152
5d4d4s2s,1,108151
6d5d4s2s,0.2822,106996
Ad5d4s2s,1,105884
AdTd4s2s,0.395,102257
Ac3c4s2s,0.05,106152
5c4c4s2s,1,108151
Ac5c4s2s,1,105884
AcTc4s2s,0.395,102257
Ah3h5s2s,0.435,108630
5h4h5s2s,0.99,110858
6h4h5s2s,0.43,108848
Ah4h5s2s,1,108933
6h5h5s2s,1,109625
Ah5h5s2s,0.115,109037
8h6h5s2s,1,107576
Ah7h5s2s,0.025,109497
AhTh5s2s,0.23,105596
AhJh5s2s,1,105377
Ad3d5s2s,1,109774
5d4d5s2s,0.99,111877
6d4d5s2s,0.765,110450
Ad4d5s2s,1,109336
6d5d5s2s,1,110602
8d6d5s2s,1,109382
Ac3c5s2s,1,109774
5c4c5s2s,0.99,111877
Ac4c5s2s,1,109336
8h5h6s2s,1,105599
8d5d6s2s,0.88,107135
8c5c6s2s,0.88,107135
6h5h7s2s,0.0012,123103
Ah5h7s2s,1,119050
Ah7h7s2s,1,119643
Ah8h7s2s,1,117769
Ah9h7s2s,1,119350
AhTh7s2s,1,116524
AhJh7s2s,1,116568
Ad8d7s2s,0.005,122949
Ad9d7s2s,0.615,119873
AdTd7s2s,1,117095
AdJd7s2s,0.01,117970
Ac7c7s2s,0.62,120118
Ac8c7s2s,0.005,122949
Ac9c7s2s,0.615,119873
AcTc7s2s,1,117095
AcJc7s2s,0.01,117970
Ah5h9s2s,1,126692
9h7h9s2s,0.0216,127808
Ah7h9s2s,1,126766
9h8h9s2s,1,126945
Th8h9s2s,1,125000
Jh8h9s2s,0.92,125187
Ah8h9s2s,1,125575
Th9h9s2s,0.785,126032
Jh9h9s2s,0.88,126080
Ah9h9s2s,1,126398
AhTh9s2s,1,124509
TdTh9s2s,0.004,123360
TcTh9s2s,0.004,123360
AhJh9s2s,1,125060
JdJh9s2s,0.95,124193
JcJh9s2s,0.95,124193
Ad5d9s2s,1,127151
9d8d9s2s,1,127833
Td8d9s2s,1,125986
Jd8d9s2s,0.138,126339
Ad8d9s2s,1,126950
Ad9d9s2s,1,126979
AdTd9s2s,1,125066
AdJd9s2s,1,125547
JcJd9s2s,1,124526
Ac5c9s2s,1,127151
9c7c9s2s,0.031,128137
Ac7c9s2s,1,127479
9c8c9s2s,1,127833
Tc8c9s2s,1,125986
Jc8c9s2s,0.138,126339
Ac8c9s2s,1,126950
Ac9c9s2s,1,126979
AcTc9s2s,1,125066
AcJc9s2s,1,125547
AdKh3h2s,0.99,20305
AcKh3h2s,0.99,20305
KdAh3h2s,1,19326
KcAh3h2s,1,19326
AdKh4h2s,1,20462
AcKh4h2s,1,20462
QdAh4h2s,1,4418
KdAh4h2s,1,19247
QcAh4h2s,1,4418
KcAh4h2s,1,19247
AhKh5h2s,0.99,18858
AdKh5h2s,1,20244
AcKh5h2s,1,20244
QdAh5h2s,1,4356
KdAh5h2s,1,19369
QcAh5h2s,1,4356
KcAh5h2s,1,19369
AdKd5h2s,0.355,20410
AcKc5h2s,0.355,20410
AdAh6h2s,1,479
AcAh6h2s,1,479
AcAd6h2s,1,2310
KdAh7h2s,1,19197
KcAh7h2s,1,19197
AdKh8h2s,0.6,49393
AcKh8h2s,0.6,49393
QdAh8h2s,0.73,9975
KdAh8h2s,1,48463
AdAh8h2s,1,1330
QcAh8h2s,0.73,9975
KcAh8h2s,1,48463
AcAh8h2s,1,1330
AdTd8h2s,1,169
AdKd8h2s,0.485,49395
AcAd8h2s,1,3067
AcTc8h2s,1,169
AcKc8h2s,0.485,49395
TdKh9h2s,0.0246,16517
AdKh9h2s,1,19500
TcKh9h2s,0.0246,16517
AcKh9h2s,1,19500
QdAh9h2s,1,3823
KdAh9h2s,1,18140
QcAh9h2s,1,3823
KcAh9h2s,1,18140
4dAhQh2s,0.98,4628
5dAhQh2s,1,4383
9dAhQh2s,1,3332
AdAhQh2s,1,1109
4cAhQh2s,0.98,4628
5cAhQh2s,1,4383
9cAhQh2s,1,3332
AcAhQh2s,1,1109
AcAdQh2s,1,2978
3dAhKh2s,1,19960
4dAhKh2s,1,19647
5dAhKh2s,1,19497
8dAhKh2s,1,48903
9dAhKh2s,1,17866
AdAhKh2s,1,15928
3cAhKh2s,1,19960
4cAhKh2s,1,19647
5cAhKh2s,1,19497
7cAhKh2s,1,19133
8cAhKh2s,1,48903
9cAhKh2s,1,17866
AcAhKh2s,1,15928
Ad8dKh2s,1,49878
Ad9dKh2s,0.22,19710
AcAdKh2s,1,17826
Ac7cKh2s,1,21133
Ac8cKh2s,1,49878
Ac9cKh2s,0.22,19710
Ad6dAh2s,1,468
Ac6dAh2s,1,468
Kd8dAh2s,0.24,48650
Ad8dAh2s,1,1284
Ac8dAh2s,1,1284
Kd9dAh2s,1,18180
AdQdAh2s,1,1426
AcQdAh2s,1,1426
AdKdAh2s,1,16107
AcKdAh2s,1,16107
8cAdAh2s,1,1284
QcAdAh2s,1,1426
KcAdAh2s,1,16107
Kc8cAh2s,0.24,48650
Ac8cAh2s,1,1284
Kc9cAh2s,1,18180
AcQcAh2s,1,1426
AcKcAh2s,1,16107
AcAd3d2s,1,180
AcAd6d2s,1,2058
TcAd8d2s,1,143
JcAd8d2s,0.0049,223
AcAd8d2s,1,3040
AcTc8d2s,1,143
AcJc8d2s,0.0001,223
AdQdTd2s,0.35,-20
AcQdTd2s,0.35,-20
8cAdTd2s,1,143
QcAdTd2s,0.35,-20
Ac8cTd2s,1,143
AcQcTd2s,0.35,-20
8cAdJd2s,0.0001,223
Ac8cJd2s,0.0049,223
TcAdQd2s,0.35,-20
AcAdQd2s,1,3276
AcTcQd2s,0.35,-20
7cAdKd2s,0.93,21226
AcAdKd2s,1,17956
Ac7cKd2s,0.93,21226
Ac3cAd2s,1,180
Ac8cAd2s,1,3040
QcTcAd2s,0.35,-20
AcQcAd2s,1,3276
AcKcAd2s,1,17956
AcQcTc2s,0.35,-20
4h3h4s3s,1,116237
5h3h4s3s,0.295,116783
Qh3h4s3s,0.0099,112656
4d3h4s3s,1,116764
4c3h4s3s,1,116764
5h4h4s3s,1,116736
Kh4h4s3s,0.25,108503
Ah4h4s3s,1,114245
3d4h4s3s,0.515,116781
3c4h4s3s,0.515,116781
Qh5h4s3s,1,114510
Kh5h4s3s,1,108580
AhTh4s3s,1,111100
AhJh4s3s,1,111434
AhQh4s3s,1,111793
Ad2d4s3s,0.97,112493
4d3d4s3s,1,117343
Qd3d4s3s,0.0019,116477
4c3d4s3s,1,117343
5d4d4s3s,1,117419
3c4d4s3s,1,117343
Qd5d4s3s,1,115533
Ad9d4s3s,1,114989
AdTd4s3s,1,111873
AdJd4s3s,0.635,112297
Ac2c4s3s,0.97,112493
4c3c4s3s,1,117343
Qc3c4s3s,0.0019,116477
5c4c4s3s,1,117419
Qc5c4s3s,1,115533
Ac9c4s3s,1,114989
AcTc4s3s,1,111873
AcJc4s3s,0.635,112297
4h3h5s3s,1,118831
5h3h5s3s,1,118677
Qh3h5s3s,1,116457
Kh3h5s3s,1,110630
5d3h5s3s,1,119235
5c3h5s3s,1,119235
5h4h5s3s,1,119038
Qh4h5s3s,1,116747
Kh4h5s3s,1,110953
6h5h5s3s,1,117577
7h5h5s3s,0.65,119650
Qh5h5s3s,0.98,116776
Kh5h5s3s,1,110883
Ah5h5s3s,1,116526
3d5h5s3s,1,119192
3c5h5s3s,1,119192
Kh7h5s3s,1,112094
Kh9h5s3s,0.0484,111511
JhTh5s3s,0.0715,114012
AhTh5s3s,1,113832
AhJh5s3s,1,113897
AhQh5s3s,1,114065
Ad2d5s3s,1,115034
5d3d5s3s,1,119640
5c3d5s3s,1,119640
5d4d5s3s,1,119735
Qd4d5s3s,1,117719
Ad5d5s3s,0.955,117450
3c5d5s3s,1,119640
AdTd5s3s,1,114524
AdJd5s3s,1,114410
AdQd5s3s,0.255,115283
Ac2c5s3s,1,115034
5c3c5s3s,1,119640
5c4c5s3s,1,119735
Qc4c5s3s,1,117719
Ac5c5s3s,0.955,117450
8c7c5s3s,1,119735
9c7c5s3s,1,120329
Kc7c5s3s,0.56,112701
AcTc5s3s,1,114524
AcJc5s3s,1,114410
AcQc5s3s,0.255,115283
4h3h6s3s,0.32,113936
5h3h7s3s,1,126704
7h3h7s3s,1,127284
7c3h7s3s,1,127705
7h4h7s3s,1,127349
7h5h7s3s,1,127211
Kh5h7s3s,1,120378
3d7h7s3s,1,127908
3c7h7s3s,1,127908
Th9h7s3s,0.1749,124617
JhTh7s3s,1,122602
AhTh7s3s,1,122874
KhJh7s3s,0.94,118036
AhJh7s3s,0.97,122973
7c3d7s3s,1,128288
8d5d7s3s,0.9,127358
9d5d7s3s,1,127621
Kd5d7s3s,1,120802
JdTd7s3s,1,122960
7c3c7s3s,1,128288
8c5c7s3s,0.9,127358
9c5c7s3s,1,127621
Kc5c7s3s,1,120802
JcTc7s3s,1,122960
9h3h9s3s,1,132377
Th3h9s3s,0.0096,131467
Ah3h9s3s,1,131505
9d3h9s3s,1,132554
9c3h9s3s,1,132554
7h5h9s3s,0.585,132716
9h5h9s3s,1,132426
Jh5h9s3s,0.89,131174
Qh5h9s3s,0.01,131935
Kh5h9s3s,0.79,127463
Ah6h9s3s,0.0343,130777
9h7h9s3s,1,132665
Th7h9s3s,1,130888
Kh7h9s3s,1,127842
9h8h9s3s,1,131744
Th8h9s3s,1,129962
Jh8h9s3s,1,130694
Qh8h9s3s,0.1,131346
Th9h9s3s,1,130669
Jh9h9s3s,1,131180
Qh9h9s3s,1,131310
Kh9h9s3s,1,127301
Ah9h9s3s,1,131024
3d9h9s3s,1,132870
3c9h9s3s,1,132870
AhTh9s3s,1,129274
AhJh9s3s,1,129728
9d3d9s3s,1,133025
Ad3d9s3s,1,131886
9c3d9s3s,1,133025
Kd5d9s3s,0.6754,127731
9d8d9s3s,1,132628
Td8d9s3s,1,130896
Jd8d9s3s,1,131383
Td9d9s3s,1,130898
Jd9d9s3s,1,131443
Ad9d9s3s,0.415,131597
3c9d9s3s,1,133025
AdJd9s3s,0.425,130342
AcAd9s3s,0.815,130200
9c3c9s3s,1,133025
Ac3c9s3s,1,131886
Kc5c9s3s,0.6754,127731
9c7c9s3s,1,133237
Tc7c9s3s,1,131374
9c8c9s3s,1,132628
Tc8c9s3s,1,130896
Jc8c9s3s,1,131383
Tc9c9s3s,1,130898
Jc9c9s3s,1,131443
Ac9c9s3s,0.415,131597
AcJc9s3s,0.425,130342
Kh5hTs3s,0.04,131952
Th8hTs3s,0.66,132990
Kh8hTs3s,1,131473
KhThTs3s,1,128431
Kd8dTs3s,1,131603
Kc8cTs3s,1,131603
8d8h3h3s,0.12,100303
8c8h3h3s,0.12,100303
9d9h3h3s,1,1257
9c9h3h3s,1,1257
AhKh3h3s,0.99,10494
AdKh3h3s,1,11368
AcKh3h3s,1,11368
QdAh3h3s,0.33,5310
AdAh3h3s,1,76
QcAh3h3s,0.33,5310
AcAh3h3s,1,76
AdKd3h3s,1,11792
AcAd3h3s,1,859
AcKc3h3s,1,11792
AhKh4h3s,1,10130
AdKh4h3s,1,11181
AcKh4h3s,1,11181
KdAh4h3s,1,10876
KcAh4h3s,1,10876
AdQd4h3s,0.425,5619
AdKd4h3s,1,11829
AcQc4h3s,0.425,5619
AcKc4h3s,1,11829
AdQh5h3s,0.005,6061
AcQh5h3s,0.005,6061
AhKh5h3s,1,10103
6dKh5h3s,0.0816,42235
AdKh5h3s,1,11225
AcKh5h3s,1,11225
KdAh5h3s,1,10655
KcAh5h3s,1,10655
AdKd5h3s,1,11533
AcKc5h3s,1,11533
AdQd6h3s,0.89,11167
AcAd6h3s,0.86,3956
AcQc6h3s,0.89,11167
AdKh7h3s,1,11613
AcKh7h3s,1,11613
AdKd7h3s,0.0003,11894
AcAd7h3s,0.8,529
AcKc7h3s,0.0003,11894
AdKh8h3s,0.63,57129
AcKh8h3s,0.63,57129
8dAh8h3s,1,97319
AdAh8h3s,1,3353
8cAh8h3s,1,97319
AcAh8h3s,1,3353
Ad8d8h3s,1,97994
AdQd8h3s,0.58,14125
AdKd8h3s,0.26,57321
AcAd8h3s,1,4787
Ac8c8h3s,1,97994
AcQc8h3s,0.58,14125
AcKc8h3s,0.26,57321
9d3d9h3s,0.87,2235
KdTd9h3s,0.98,7377
